word	opportunities	found	missed	rate
ERS	17642	704	16938	0.0399
ING	8181	653	7528	0.07982
TES	11524	4127	7397	0.3581
RES	16816	9768	7048	0.5809
ATE	8928	2239	6689	0.2508
ATS	5813	377	5436	0.06485
INS	4404	134	4270	0.03043
TED	4800	618	4182	0.1288
EST	4470	446	4024	0.09978
ARE	11828	8230	3598	0.6958
ARS	5584	2136	3448	0.3825
ENS	3308	195	3113	0.05895
ATES	3785	821	2964	0.2169
ITS	3029	94	2935	0.03103
IRE	3926	1068	2858	0.272
ANS	3016	228	2788	0.0756
RED	4778	2011	2767	0.4209
OSE	3140	378	2762	0.1204
ORE	5343	2663	2680	0.4984
ONE	5051	2379	2672	0.471
AIN	4565	1981	2584	0.434
SER	5370	2799	2571	0.5212
ALE	3872	1497	2375	0.3866
EAR	8254	5934	2320	0.7189
ARES	4650	2337	2313	0.5026
IDE	2479	273	2206	0.1101
ANE	3179	1056	2123	0.3322
NED	2726	641	2085	0.2351
ALS	2168	98	2070	0.0452
AIL	2966	1010	1956	0.3405
SED	2136	313	1823	0.1465
ART	2843	1113	1730	0.3915
LED	2036	387	1649	0.1901
ENTS	1824	200	1624	0.1096
INGS	1663	50	1613	0.03007
ARED	1767	197	1570	0.1115
ADS	1642	77	1565	0.04689
ONS	1655	112	1543	0.06767
EAN	2714	1179	1535	0.4344
OLE	2312	792	1520	0.3426
EAT	4872	3429	1443	0.7038
EEN	1410	41	1369	0.02908
END	2501	1133	1368	0.453
GER	1802	460	1342	0.2553
IRES	1712	392	1320	0.229
ORES	2474	1163	1311	0.4701
MES	1988	701	1287	0.3526
ONES	1927	654	1273	0.3394
EARS	2593	1355	1238	0.5226
STED	1251	58	1193	0.04636
ALES	1763	604	1159	0.3426
AME	2011	886	1125	0.4406
ORT	1656	546	1110	0.3297
ANT	4069	2975	1094	0.7311
PES	1986	907	1079	0.4567
ELS	1181	103	1078	0.08721
ORS	1268	215	1053	0.1696
UTS	1067	19	1048	0.01781
OOT	1158	116	1042	0.1002
PER	2062	1027	1035	0.4981
ODE	1215	198	1017	0.163
EDS	1035	20	1015	0.01932
ASH	1787	788	999	0.441
ERE	2215	1217	998	0.5494
IDES	1069	91	978	0.08513
ASTER	1571	595	976	0.3787
EATS	1839	887	952	0.4823
AINS	1506	569	937	0.3778
HES	1734	802	932	0.4625
ILL	1106	208	898	0.1881
ANES	1254	372	882	0.2967
AND	1187	309	878	0.2603
EEL	922	47	875	0.05098
ESTS	965	92	873	0.09534
IDS	891	23	868	0.02581
OLES	1234	384	850	0.3112
ARD	1150	357	793	0.3104
ARTS	1117	325	792	0.291
OPE	1264	476	788	0.3766
APE	1658	890	768	0.5368
SERS	841	77	764	0.09156
IRED	803	41	762	0.05106
OES	772	24	748	0.03109
ONER	1168	436	732	0.3733
ANTS	1074	366	708	0.3408
GERS	746	49	697	0.06568
EANS	1185	490	695	0.4135
RET	3337	2647	690	0.7932
OSES	800	115	685	0.1437
OON	743	66	677	0.08883
HER	2374	1709	665	0.7199
ELL	870	207	663	0.2379
ENDS	848	190	658	0.2241
AILS	1044	397	647	0.3803
ERES	1174	528	646	0.4497
USE	1066	426	640	0.3996
ENE	1037	445	592	0.4291
AIS	670	85	585	0.1269
AIT	871	286	585	0.3284
AGS	659	78	581	0.1184
AMES	746	167	579	0.2239
AYS	668	108	560	0.1617
ODES	633	78	555	0.1232
AIR	1945	1398	547	0.7188
PED	679	138	541	0.2032
RETS	744	206	538	0.2769
ODS	572	35	537	0.06119
ALL	733	196	537	0.2674
ACE	1877	1348	529	0.7182
TRES	551	34	517	0.06171
OOS	527	26	501	0.04934
ETA	902	407	495	0.4512
OPS	525	35	490	0.06667
RING	1414	941	473	0.6655
ERN	1626	1157	469	0.7116
RAS	3427	2958	469	0.8631
AINE	640	173	467	0.2703
UTE	494	29	465	0.0587
EAS	4465	4013	452	0.8988
EARED	611	160	451	0.2619
EELS	465	15	450	0.03226
OOTS	489	40	449	0.0818
TING	2052	1608	444	0.7836
ORTS	637	193	444	0.303
URE	899	462	437	0.5139
MED	570	138	432	0.2421
THE	1095	668	427	0.61
ESTER	419	4	415	0.009547
SHES	481	70	411	0.1455
VERS	429	21	408	0.04895
OUT	1352	944	408	0.6982
OUR	653	245	408	0.3752
GED	475	68	407	0.1432
ASS	435	28	407	0.06437
EMS	419	12	407	0.02864
APES	597	193	404	0.3233
UNS	422	25	397	0.05924
ELT	581	194	387	0.3339
ARSE	799	415	384	0.5194
ENES	539	164	375	0.3043
KED	380	9	371	0.02368
OPES	486	117	369	0.2407
YES	467	107	360	0.2291
SET	1769	1412	357	0.7982
OMS	363	9	354	0.02479
REES	916	566	350	0.6179
LET	798	455	343	0.5702
APER	617	275	342	0.4457
OAST	449	109	340	0.2428
ONERS	469	137	332	0.2921
AITS	426	94	332	0.2207
ALT	1045	716	329	0.6852
AKE	523	196	327	0.3748
YER	364	39	325	0.1071
AILED	362	46	316	0.1271
OONS	335	19	316	0.05672
ILLS	363	50	313	0.1377
ACES	655	344	311	0.5252
OOP	332	22	310	0.06627
AGE	1287	979	308	0.7607
ACH	770	474	296	0.6156
NAS	371	84	287	0.2264
ICE	1541	1254	287	0.8138
HERS	497	212	285	0.4266
SHED	306	27	279	0.08824
ERED	291	14	277	0.04811
OAR	603	326	277	0.5406
EAST	1341	1069	272	0.7972
OOSE	282	10	272	0.03546
LATE	1016	747	269	0.7352
OIL	1305	1039	266	0.7962
ANDS	314	49	265	0.1561
ERNS	398	133	265	0.3342
OUTS	454	190	264	0.4185
ELLS	341	79	262	0.2317
ABS	273	19	254	0.0696
TIE	1641	1388	253	0.8458
OOR	268	18	250	0.06716
ATT	269	19	250	0.07063
AVE	903	655	248	0.7254
ULE	316	70	246	0.2215
AGER	520	276	244	0.5308
OAT	1180	939	241	0.7958
INTER	901	661	240	0.7336
UTES	247	9	238	0.03644
ARDS	379	146	233	0.3852
ASTERS	395	162	233	0.4101
TARE	1452	1224	228	0.843
RATE	2347	2119	228	0.9029
RATS	365	142	223	0.389
USES	263	40	223	0.1521
OOM	225	2	223	0.008889
ION	299	77	222	0.2575
ANTED	263	43	220	0.1635
INK	364	145	219	0.3984
EME	305	89	216	0.2918
CHE	790	575	215	0.7278
NARE	434	222	212	0.5115
LAT	2731	2520	211	0.9227
TIER	537	328	209	0.6108
ORA	920	711	209	0.7728
URES	360	154	206	0.4278
TIES	327	122	205	0.3731
ORD	337	132	205	0.3917
ACER	523	318	205	0.608
TEAR	1135	932	203	0.8211
TANE	301	100	201	0.3322
REE	3010	2810	200	0.9336
RASE	783	584	199	0.7458
ICK	282	85	197	0.3014
TAR	4724	4527	197	0.9583
ANCE	252	55	197	0.2183
OYS	216	20	196	0.09259
ERA	1503	1309	194	0.8709
RAT	5285	5094	191	0.9639
UMS	196	7	189	0.03571
NEE	507	321	186	0.6331
OKE	282	97	185	0.344
WED	262	78	184	0.2977
ELTS	243	61	182	0.251
AIRS	416	239	177	0.5745
RAD	802	625	177	0.7793
LING	1092	916	176	0.8388
ERING	178	3	175	0.01685
AMP	360	185	175	0.5139
NIS	214	40	174	0.1869
LIES	239	66	173	0.2762
RATES	534	362	172	0.6779
ARK	282	111	171	0.3936
ICH	351	180	171	0.5128
UGS	172	1	171	0.005814
HARE	658	489	169	0.7432
RONE	908	740	168	0.815
OURS	227	59	168	0.2599
TAS	3557	3389	168	0.9528
APERS	248	80	168	0.3226
RETE	313	147	166	0.4696
BES	448	284	164	0.6339
SING	1007	843	164	0.8371
ILLER	191	29	162	0.1518
EANED	168	6	162	0.03571
OPED	183	22	161	0.1202
LATER	280	119	161	0.425
AGES	295	135	160	0.4576
LETS	227	67	160	0.2952
APED	183	24	159	0.1311
SIT	1844	1687	157	0.9149
ICES	347	191	156	0.5504
RINE	909	756	153	0.8317
AVES	261	109	152	0.4176
USER	248	98	150	0.3952
OTTER	298	149	149	0.5
TEN	3771	3625	146	0.9613
ESTERS	145	0	145	0
USED	158	13	145	0.08228
OATS	273	129	144	0.4725
UDS	151	7	144	0.04636
ULES	172	29	143	0.1686
ARET	1262	1121	141	0.8883
TAIN	849	709	140	0.8351
RIN	3156	3016	140	0.9556
NIES	162	23	139	0.142
OBS	146	8	138	0.05479
EASE	1758	1620	138	0.9215
RADE	240	103	137	0.4292
EATER	604	467	137	0.7732
IONS	151	14	137	0.09272
EARD	273	137	136	0.5018
ALLS	175	39	136	0.2229
ACED	176	41	135	0.233
ASP	232	97	135	0.4181
OUS	464	330	134	0.7112
AVER	392	258	134	0.6582
AKES	204	71	133	0.348
ANI	298	166	132	0.557
ALTS	207	76	131	0.3671
AIRED	209	79	130	0.378
EMES	150	22	128	0.1467
OILS	339	212	127	0.6254
OBE	157	31	126	0.1975
TIRE	996	870	126	0.8735
NIE	296	171	125	0.5777
OWER	271	147	124	0.5424
STING	573	450	123	0.7853
TEAL	565	444	121	0.7858
LIER	285	164	121	0.5754
SETS	164	44	120	0.2683
TARED	162	43	119	0.2654
EARING	267	148	119	0.5543
ERR	143	25	118	0.1748
OIS	123	5	118	0.04065
EALED	120	4	116	0.03333
RAIN	1516	1401	115	0.9241
EALE	121	6	115	0.04959
SEL	827	712	115	0.8609
TIS	159	44	115	0.2767
ESS	120	5	115	0.04167
TEL	1037	923	114	0.8901
OUP	140	27	113	0.1929
RONES	384	271	113	0.7057
ASHED	192	80	112	0.4167
ISH	120	8	112	0.06667
OOPS	121	9	112	0.07438
REST	1063	953	110	0.8965
TEER	408	298	110	0.7304
EACH	154	45	109	0.2922
UPS	110	1	109	0.009091
LAS	2653	2546	107	0.9597
NOS	1112	1005	107	0.9038
AGERS	177	71	106	0.4011
TORE	875	769	106	0.8789
HIT	547	441	106	0.8062
RISE	703	598	105	0.8506
RAP	1181	1076	105	0.9111
LATS	193	89	104	0.4611
LIE	850	746	104	0.8776
CHER	141	38	103	0.2695
TARES	260	157	103	0.6038
HORE	236	133	103	0.5636
INNER	252	150	102	0.5952
RINGS	207	105	102	0.5072
ARLE	385	284	101	0.7377
SAT	1501	1400	101	0.9327
DIES	124	24	100	0.1935
LATED	116	16	100	0.1379
AHS	107	7	100	0.06542
OOMS	98	0	98	0
OARS	156	58	98	0.3718
TALE	939	842	97	0.8967
AID	1601	1505	96	0.94
NET	1293	1197	96	0.9258
IRING	95	0	95	0
INTERS	288	194	94	0.6736
ALTER	366	273	93	0.7459
ABER	111	18	93	0.1622
EALES	93	1	92	0.01075
EEK	92	0	92	0
HARES	191	100	91	0.5236
ARETS	148	57	91	0.3851
INNED	94	3	91	0.03191
INKS	111	20	91	0.1802
ELD	246	156	90	0.6341
ANGER	275	185	90	0.6727
AFT	269	180	89	0.6691
ACERS	188	100	88	0.5319
RIT	1979	1891	88	0.9555
ITHER	86	0	86	0
RINES	299	213	86	0.7124
DIE	798	712	86	0.8922
ASHES	258	172	86	0.6667
RAY	315	230	85	0.7302
IMP	114	29	85	0.2544
TART	481	397	84	0.8254
KING	202	118	84	0.5842
UMP	128	44	84	0.3438
RITS	138	54	84	0.3913
HET	633	550	83	0.8689
OMER	85	2	83	0.02353
OMA	115	32	83	0.2783
TINGS	288	205	83	0.7118
OLD	549	466	83	0.8488
OKES	130	48	82	0.3692
EALING	81	0	81	0
NARES	95	14	81	0.1474
TEIN	297	216	81	0.7273
NIDE	299	221	78	0.7391
HIN	1502	1424	78	0.9481
RAN	2591	2514	77	0.9703
OWED	108	31	77	0.287
OPING	76	0	76	0
RAINS	276	201	75	0.7283
ACHE	243	168	75	0.6914
TATE	944	869	75	0.9206
OCH	223	148	75	0.6637
REN	3161	3087	74	0.9766
TENS	519	445	74	0.8574
EASER	381	308	73	0.8084
ORDS	116	43	73	0.3707
PIER	179	107	72	0.5978
URN	174	102	72	0.5862
INN	217	145	72	0.6682
TIRED	99	27	72	0.2727
TARS	101	30	71	0.297
TERN	681	611	70	0.8972
TARN	209	139	70	0.6651
ERM	98	28	70	0.2857
OTTERS	127	58	69	0.4567
OASTS	102	33	69	0.3235
TEARS	178	109	69	0.6124
OBES	80	11	69	0.1375
RAM	528	460	68	0.8712
TONE	1243	1175	68	0.9453
HOT	574	507	67	0.8833
REEN	310	243	67	0.7839
OSIER	68	1	67	0.01471
TEEL	241	174	67	0.722
AMPS	104	37	67	0.3558
TELS	81	14	67	0.1728
OLLER	66	0	66	0
ROW	337	271	66	0.8042
SITS	91	26	65	0.2857
HAT	1876	1811	65	0.9654
ASK	165	100	65	0.6061
ICKS	74	9	65	0.1216
SEN	2217	2153	64	0.9711
ADDER	88	24	64	0.2727
HARED	83	19	64	0.2289
TAINS	193	129	64	0.6684
AVERS	147	84	63	0.5714
ARY	74	11	63	0.1486
RIP	540	478	62	0.8852
HOE	570	508	62	0.8912
APING	64	2	62	0.03125
RAPS	126	64	62	0.5079
NETS	97	35	62	0.3608
RIDE	525	463	62	0.8819
PING	283	222	61	0.7845
OOSES	61	0	61	0
EASED	228	168	60	0.7368
HING	457	397	60	0.8687
TAG	249	189	60	0.759
FER	337	277	60	0.822
NEED	156	96	60	0.6154
DING	519	459	60	0.8844
AWED	62	2	60	0.03226
ACHES	172	112	60	0.6512
BED	150	91	59	0.6067
ALLIES	72	13	59	0.1806
LAR	1685	1626	59	0.965
RATED	110	51	59	0.4636
AGED	79	21	58	0.2658
PIE	508	450	58	0.8858
ICER	248	190	58	0.7661
OHS	59	2	57	0.0339
ARLES	131	74	57	0.5649
SIN	2593	2537	56	0.9784
MEN	1006	950	56	0.9443
EFS	59	3	56	0.05085
EASES	224	168	56	0.75
RAPE	561	506	55	0.902
TINA	88	33	55	0.375
HART	140	85	55	0.6071
AIDS	208	153	55	0.7356
RASES	110	55	55	0.5
OWSE	76	21	55	0.2763
NIP	168	113	55	0.6726
AKED	60	5	55	0.08333
ANN	69	14	55	0.2029
APSE	60	6	54	0.1
LEET	169	115	54	0.6805
OARED	66	12	54	0.1818
HINS	100	46	54	0.46
OATER	250	196	54	0.784
TIRES	182	128	54	0.7033
POT	649	595	54	0.9168
URD	71	17	54	0.2394
