word	k	n	len	missesAfterLastFind	pts	forgone
SOWSED	1.0	14	6	11	1400	15400
UDDERS	1.0	16	6	11	1400	15400
DERAILER	1.0	12	7	7	2200	15400
AVALES	1.0	12	6	11	1400	15400
DERIGS	2.0	49	6	11	1400	15400
FIRTHS	1.0	20	6	11	1400	15400
RESTABLE	1.0	14	7	7	2200	15400
TRITONES	2.0	22	7	7	2200	15400
WASHIN	1.0	16	6	11	1400	15400
SLOTHS	1.0	30	6	11	1400	15400
ATTAINED	1.0	8	7	7	2200	15400
BUSTLE	1.0	12	6	11	1400	15400
COGIES	1.0	21	6	11	1400	15400
SAMPLE	1.0	18	6	11	1400	15400
ASSERTED	1.0	15	7	7	2200	15400
DISASTER	1.0	19	7	7	2200	15400
COLONIES	2.0	10	7	7	2200	15400
TWINED	2.0	26	6	11	1400	15400
INTINE	1.0	82	6	11	1400	15400
SCANTIER	1.0	12	7	7	2200	15400
PISHER	2.0	39	6	11	1400	15400
SPRINTED	1.0	9	7	7	2200	15400
LETHES	2.0	51	6	11	1400	15400
TROMPE	2.0	18	6	11	1400	15400
INGRATES	1.0	27	7	7	2200	15400
MUSARS	1.0	15	6	11	1400	15400
INGESTED	1.0	10	7	7	2200	15400
DENTEL	2.0	69	6	11	1400	15400
DERINGER	1.0	9	7	7	2200	15400
BARITE	1.0	71	6	11	1400	15400
MITRAL	1.0	48	6	11	1400	15400
RUBIES	1.0	14	6	11	1400	15400
GLISSE	1.0	25	6	11	1400	15400
TOASTIES	2.0	18	7	7	2200	15400
STRAWY	1.0	14	6	11	1400	15400
CHIASM	1.0	16	6	11	1400	15400
SELFED	2.0	24	6	11	1400	15400
STRAGS	2.0	40	6	11	1400	15400
SLARTING	1.0	8	7	7	2200	15400
SEANCE	1.0	61	6	11	1400	15400
DOMIER	2.0	40	6	11	1400	15400
ROYNES	2.0	36	6	11	1400	15400
WADDER	1.0	13	6	11	1400	15400
PIGLET	1.0	15	6	11	1400	15400
MOBIES	1.0	12	6	11	1400	15400
RETOLD	1.0	57	6	11	1400	15400
BAGIES	2.0	17	6	11	1400	15400
USABLE	2.0	23	6	11	1400	15400
SEWAN	1.0	90	5	19	800	15200
ABETS	2.0	146	5	19	800	15200
MONY	2.0	52	4	38	400	15200
UNTIL	1.0	110	5	19	800	15200
FLAIL	1.0	22	5	19	800	15200
FRORE	1.0	34	5	19	800	15200
NEMN	1.0	140	4	38	400	15200
TUANS	1.0	116	5	19	800	15200
ABASE	1.0	66	5	19	800	15200
MISCH	1.0	29	5	19	800	15200
EKED	2.0	44	4	38	400	15200
TEETH	1.0	83	5	19	800	15200
ASPIC	1.0	44	5	19	800	15200
TOPIC	1.0	54	5	19	800	15200
FADO	2.0	71	4	38	400	15200
BREAM	1.0	59	5	19	800	15200
PALEA	1.0	98	5	19	800	15200
THUS	2.0	128	4	38	400	15200
ACROS	2.0	156	5	19	800	15200
BUATS	1.0	39	5	19	800	15200
FLUES	2.0	28	5	19	800	15200
TYPAL	1.0	23	5	19	800	15200
EGRET	1.0	144	5	19	800	15200
SMUTS	2.0	36	5	19	800	15200
SOWP	1.0	40	4	38	400	15200
INDUE	1.0	70	5	19	800	15200
VELAR	1.0	65	5	19	800	15200
LEVO	2.0	95	4	38	400	15200
SNEAK	2.0	53	5	19	800	15200
SYND	1.0	68	4	38	400	15200
SNYES	2.0	37	5	19	800	15200
PEISE	2.0	150	5	19	800	15200
SPOSH	2.0	22	5	19	800	15200
VERRA	1.0	36	5	19	800	15200
DOGIE	1.0	40	5	19	800	15200
SPECS	1.0	39	5	19	800	15200
TIDY	2.0	105	4	37	400	14800
BUAT	1.0	75	4	37	400	14800
BOEP	1.0	44	4	37	400	14800
TOFU	1.0	54	4	37	400	14800
HYING	1.0	23	5	18	800	14400
ETHANAL	1.0	13	7	8	1800	14400
SKIOS	1.0	20	5	18	800	14400
FELINES	2.0	18	7	8	1800	14400
ASTRIDE	2.0	91	7	8	1800	14400
SMELTED	1.0	12	7	8	1800	14400
SCOURED	1.0	9	7	8	1800	14400
REPRISE	1.0	9	7	8	1800	14400
TRIVETS	1.0	9	7	8	1800	14400
REGALES	1.0	21	7	8	1800	14400
INCHERS	1.0	11	7	8	1800	14400
FINALES	1.0	9	7	8	1800	14400
HATCHET	1.0	9	7	8	1800	14400
LESIONS	1.0	25	7	8	1800	14400
TROPINS	1.0	15	7	8	1800	14400
DISROOT	1.0	15	7	8	1800	14400
CLUED	2.0	22	5	18	800	14400
BATTELS	2.0	12	7	8	1800	14400
MOTHIER	1.0	12	7	8	1800	14400
MINUTER	1.0	13	7	8	1800	14400
MORRO	2.0	24	5	18	800	14400
HARPY	1.0	22	5	18	800	14400
MANGELS	1.0	9	7	8	1800	14400
ATTIC	1.0	77	5	18	800	14400
SEEMING	2.0	12	7	8	1800	14400
LITHING	1.0	9	7	8	1800	14400
PIGLETS	1.0	10	7	8	1800	14400
FARRO	1.0	32	5	18	800	14400
MITY	1.0	75	4	36	400	14400
RADIATE	1.0	28	7	8	1800	14400
CHILDES	1.0	12	7	8	1800	14400
TRANTER	1.0	53	7	8	1800	14400
DOCENTS	1.0	14	7	8	1800	14400
PEDANTS	1.0	14	7	8	1800	14400
TSARS	1.0	376	5	18	800	14400
POLICES	1.0	9	7	8	1800	14400
FRONTES	2.0	23	7	8	1800	14400
FROSTED	2.0	11	7	8	1800	14400
GLODE	2.0	41	5	18	800	14400
UMPIE	1.0	26	5	18	800	14400
AINEE	1.0	236	5	18	800	14400
GITCH	2.0	22	5	18	800	14400
VINCA	1.0	20	5	18	800	14400
UNCASED	1.0	12	7	8	1800	14400
AERIEST	1.0	135	7	8	1800	14400
RESCIND	1.0	18	7	8	1800	14400
UNLASTE	1.0	21	7	8	1800	14400
PREYS	2.0	23	5	18	800	14400
UNSEAMS	1.0	12	7	8	1800	14400
ACCITES	1.0	12	7	8	1800	14400
NOILIES	1.0	28	7	8	1800	14400
GENTILE	1.0	14	7	8	1800	14400
PRELOAD	1.0	10	7	8	1800	14400
WAUR	1.0	47	4	36	400	14400
UMES	1.0	201	4	36	400	14400
RUSTLES	1.0	9	7	8	1800	14400
FRETTER	1.0	11	7	8	1800	14400
CREASED	1.0	26	7	8	1800	14400
COORIES	1.0	18	7	8	1800	14400
OVARIES	1.0	15	7	8	1800	14400
DEVISER	1.0	12	7	8	1800	14400
MUSIT	1.0	57	5	18	800	14400
SAPOR	2.0	115	5	18	800	14400
SPOORED	1.0	9	7	8	1800	14400
MUTINES	1.0	19	7	8	1800	14400
DESSERT	2.0	28	7	8	1800	14400
PLAGE	2.0	24	5	18	800	14400
PLAINED	1.0	17	7	8	1800	14400
SALOP	2.0	90	5	18	800	14400
GOLDENS	1.0	10	7	8	1800	14400
DEPAINT	1.0	10	7	8	1800	14400
DENIALS	2.0	33	7	8	1800	14400
SNUSH	1.0	27	5	18	800	14400
TYRED	1.0	69	5	18	800	14400
GNASHED	1.0	9	7	8	1800	14400
STRIFES	1.0	19	7	8	1800	14400
SLIDDEN	1.0	9	7	8	1800	14400
BOLSTER	1.0	11	7	8	1800	14400
METOL	2.0	106	5	18	800	14400
DOWIE	1.0	26	5	18	800	14400
CANTION	1.0	22	7	8	1800	14400
REACTED	2.0	23	7	8	1800	14400
CHARGED	1.0	10	7	8	1800	14400
CETANES	1.0	37	7	8	1800	14400
LORINGS	1.0	15	7	8	1800	14400
LOMENTA	1.0	17	7	8	1800	14400
HELLIER	1.0	10	7	8	1800	14400
HEFTE	2.0	33	5	18	800	14400
MESHY	1.0	26	5	18	800	14400
TERMING	2.0	19	7	8	1800	14400
ELMIEST	1.0	13	7	8	1800	14400
MALUS	2.0	48	5	18	800	14400
TINDERY	1.0	17	7	8	1800	14400
PANTILE	1.0	17	7	8	1800	14400
ENABLED	1.0	9	7	8	1800	14400
MANATIS	1.0	21	7	8	1800	14400
VAUTE	1.0	20	5	18	800	14400
SIGNETS	2.0	45	7	8	1800	14400
WRESTER	1.0	22	7	8	1800	14400
EMBAR	2.0	36	5	18	800	14400
ELDINGS	2.0	23	7	8	1800	14400
HENTING	1.0	11	7	8	1800	14400
BURSTEN	1.0	12	7	8	1800	14400
BESINGS	1.0	9	7	8	1800	14400
REDEALT	1.0	38	7	8	1800	14400
MAARS	1.0	55	5	18	800	14400
PACTA	1.0	25	5	18	800	14400
MAWRS	1.0	20	5	18	800	14400
CANAPES	1.0	9	7	8	1800	14400
YELP	1.0	49	4	36	400	14400
MAYOR	1.0	23	5	18	800	14400
LUNETTE	1.0	12	7	8	1800	14400
TIKAS	2.0	39	5	18	800	14400
SPADED	1.0	12	6	10	1400	14000
TRYING	1.0	11	6	10	1400	14000
RESAWS	1.0	30	6	10	1400	14000
REBRED	1.0	19	6	10	1400	14000
REROLL	1.0	16	6	10	1400	14000
CONSUL	1.0	20	6	10	1400	14000
TROPHI	1.0	13	6	10	1400	14000
INDUES	1.0	39	6	10	1400	14000
THORNY	1.0	15	6	10	1400	14000
MENGED	1.0	12	6	10	1400	14000
THRAWS	1.0	21	6	10	1400	14000
REWORE	1.0	20	6	10	1400	14000
PATIOS	2.0	46	6	10	1400	14000
NIBLET	1.0	21	6	10	1400	14000
COOPTS	1.0	15	6	10	1400	14000
WASHEN	1.0	12	6	10	1400	14000
GLEG	1.0	42	4	35	400	14000
DEFIES	1.0	29	6	10	1400	14000
BREIDS	1.0	32	6	10	1400	14000
SPHEAR	1.0	43	6	10	1400	14000
SNOKED	1.0	11	6	10	1400	14000
SOLELY	1.0	13	6	10	1400	14000
DERIVE	2.0	27	6	10	1400	14000
ANNEAL	1.0	42	6	10	1400	14000
FRAMER	1.0	12	6	10	1400	14000
LUPINE	1.0	14	6	10	1400	14000
HOLLAS	1.0	15	6	10	1400	14000
PUNCES	1.0	11	6	10	1400	14000
PANTON	2.0	18	6	10	1400	14000
SWILER	2.0	17	6	10	1400	14000
FLUE	2.0	54	4	35	400	14000
LEVITE	2.0	31	6	10	1400	14000
RETORN	2.0	111	6	10	1400	14000
BOSIES	2.0	22	6	10	1400	14000
INSIDE	1.0	93	6	10	1400	14000
DEFERS	1.0	20	6	10	1400	14000
CUTEST	1.0	32	6	10	1400	14000
EMPARE	1.0	28	6	10	1400	14000
ROYALS	1.0	13	6	10	1400	14000
HABILE	1.0	14	6	10	1400	14000
PRICED	1.0	11	6	10	1400	14000
SOURSE	1.0	44	6	10	1400	14000
CHORDS	1.0	23	6	10	1400	14000
RECORD	1.0	21	6	10	1400	14000
FARDEN	2.0	38	6	10	1400	14000
NODDLE	1.0	12	6	10	1400	14000
SORDES	2.0	92	6	10	1400	14000
ACAI	2.0	163	4	35	400	14000
LIRK	2.0	48	4	35	400	14000
HALLOT	2.0	25	6	10	1400	14000
KELTER	1.0	11	6	10	1400	14000
KISTED	1.0	16	6	10	1400	14000
ENVIES	1.0	20	6	10	1400	14000
DONNOT	1.0	14	6	10	1400	14000
SKIRTS	1.0	12	6	10	1400	14000
BARRIO	1.0	14	6	10	1400	14000
LIVRES	1.0	15	6	10	1400	14000
BUTLED	1.0	13	6	10	1400	14000
HAMATE	1.0	24	6	10	1400	14000
UNTINS	2.0	49	6	10	1400	14000
WORSTS	1.0	16	6	10	1400	14000
PRELIM	2.0	18	6	10	1400	14000
BESETS	1.0	31	6	10	1400	14000
STRUNG	1.0	18	6	10	1400	14000
URASES	1.0	71	6	10	1400	14000
CEILIS	1.0	19	6	10	1400	14000
SEAMEN	2.0	74	6	10	1400	14000
AVISES	1.0	14	6	10	1400	14000
WHORED	2.0	22	6	10	1400	14000
STAMEN	2.0	103	6	10	1400	14000
ROWANS	1.0	21	6	10	1400	14000
ALLOWS	2.0	12	6	10	1400	14000
IMPS	2.0	84	4	35	400	14000
GILDEN	1.0	24	6	10	1400	14000
VERSED	1.0	23	6	10	1400	14000
TEFLON	2.0	18	6	10	1400	14000
HELIAC	1.0	23	6	10	1400	14000
CAPITA	1.0	11	6	10	1400	14000
VINALS	1.0	20	6	10	1400	14000
SLEWED	1.0	12	6	10	1400	14000
ACTONS	2.0	59	6	10	1400	14000
RICHEN	2.0	29	6	10	1400	14000
SOWARS	1.0	15	6	10	1400	14000
CETANE	1.0	79	6	10	1400	14000
NULLA	1.0	26	5	17	800	13600
KAIDS	1.0	25	5	17	800	13600
GIRDS	2.0	65	5	17	800	13600
TEMSE	1.0	155	5	17	800	13600
WEEST	1.0	70	5	17	800	13600
UNBAR	1.0	29	5	17	800	13600
TEFS	2.0	194	4	34	400	13600
UNSAY	1.0	25	5	17	800	13600
KAID	1.0	49	4	34	400	13600
KEPS	1.0	40	4	34	400	13600
MACAS	2.0	29	5	17	800	13600
KARAS	1.0	25	5	17	800	13600
DOSHA	1.0	69	5	17	800	13600
SOPH	2.0	136	4	34	400	13600
WHIDS	1.0	22	5	17	800	13600
MUIDS	1.0	24	5	17	800	13600
MOYA	1.0	36	4	34	400	13600
WHIRL	1.0	20	5	17	800	13600
GUARS	1.0	40	5	17	800	13600
LORIC	1.0	82	5	17	800	13600
CLOUS	1.0	32	5	17	800	13600
HOYA	1.0	47	4	34	400	13600
AVAL	2.0	39	4	34	400	13600
ASPEN	1.0	126	5	17	800	13600
AVENS	2.0	53	5	17	800	13600
DOCU	1.0	63	4	34	400	13600
MOLYS	1.0	22	5	17	800	13600
HUMOR	1.0	19	5	17	800	13600
PAGLE	1.0	24	5	17	800	13600
SEEDY	1.0	53	5	17	800	13600
CHILD	2.0	29	5	17	800	13600
MUIRS	2.0	46	5	17	800	13600
SOPHY	1.0	19	5	17	800	13600
OCTAN	1.0	134	5	17	800	13600
DIARY	2.0	50	5	17	800	13600
DETAILED	1.0	10	7	6	2200	13200
PERTAINS	1.0	13	7	6	2200	13200
PELF	1.0	53	4	33	400	13200
STEINING	1.0	9	7	6	2200	13200
STELLING	1.0	9	7	6	2200	13200
IDOLATER	1.0	13	7	6	2200	13200
RESPONSE	1.0	7	7	6	2200	13200
TREK	2.0	160	4	33	400	13200
RATIONED	2.0	26	7	6	2200	13200
MOISTENS	1.0	8	7	6	2200	13200
WHOA	1.0	50	4	33	400	13200
RESTIEST	1.0	27	7	6	2200	13200
SHARPENS	1.0	7	7	6	2200	13200
PHONIEST	1.0	7	7	6	2200	13200
STRANDER	2.0	18	7	6	2200	13200
ETHANOLS	1.0	7	7	6	2200	13200
OTTERING	1.0	9	7	6	2200	13200
LOCATERS	2.0	14	7	6	2200	13200
SPEERING	1.0	8	7	6	2200	13200
ROOSTERS	1.0	7	7	6	2200	13200
FLOATERS	1.0	8	7	6	2200	13200
SOLLARED	1.0	10	7	6	2200	13200
GREATENS	1.0	14	7	6	2200	13200
RANCORED	1.0	8	7	6	2200	13200
REBASING	1.0	7	7	6	2200	13200
SHANTIES	1.0	8	7	6	2200	13200
REALTONE	1.0	11	7	6	2200	13200
RANTINGS	2.0	9	7	6	2200	13200
SMARTEST	1.0	7	7	6	2200	13200
PLATIEST	1.0	9	7	6	2200	13200
SONICATED	1.0	7	7	5	2600	13000
RECANTERS	1.0	8	7	5	2600	13000
RECASTING	2.0	8	7	5	2600	13000
PYAT	2.0	61	4	32	400	12800
SINEW	2.0	108	5	16	800	12800
SWAMI	1.0	31	5	16	800	12800
SKAIL	1.0	19	5	16	800	12800
PACY	1.0	33	4	32	400	12800
RUNIC	2.0	43	5	16	800	12800
PROUD	1.0	17	5	16	800	12800
TWANG	2.0	27	5	16	800	12800
THUG	2.0	46	4	32	400	12800
TAKA	1.0	35	4	32	400	12800
TATUS	2.0	84	5	16	800	12800
PRIOR	2.0	41	5	16	800	12800
PROMO	1.0	23	5	16	800	12800
REIKS	1.0	52	5	16	800	12800
SOWTH	1.0	20	5	16	800	12800
LOWAN	2.0	28	5	16	800	12800
BERMS	1.0	40	5	16	800	12800
MONDO	1.0	30	5	16	800	12800
DIDIE	1.0	33	5	16	800	12800
EFFS	1.0	33	4	32	400	12800
DORTY	1.0	35	5	16	800	12800
MOOCH	1.0	17	5	16	800	12800
HOLLO	2.0	27	5	16	800	12800
INKLE	2.0	22	5	16	800	12800
LABRA	1.0	59	5	16	800	12800
CUITS	2.0	50	5	16	800	12800
ALLOW	2.0	23	5	16	800	12800
BURAN	2.0	36	5	16	800	12800
DUH	2.0	182	3	128	100	12800
MISOS	2.0	47	5	16	800	12800
NAKED	2.0	36	5	16	800	12800
ALOOF	1.0	19	5	16	800	12800
YODEL	2.0	29	5	16	800	12800
MASSA	1.0	31	5	16	800	12800
ETAPE	2.0	179	5	16	800	12800
GENTY	2.0	28	5	16	800	12800
FACTA	1.0	18	5	16	800	12800
BIDIS	2.0	19	5	16	800	12800
FEMES	2.0	26	5	16	800	12800
MEDIA	1.0	136	5	16	800	12800
ADAGE	1.0	26	5	16	800	12800
CHOCS	1.0	18	5	16	800	12800
CUNIT	1.0	53	5	16	800	12800
IDIOT	1.0	66	5	16	800	12800
BURSTER	1.0	8	7	7	1800	12600
RANCHOS	1.0	15	7	7	1800	12600
LUTTEN	2.0	16	6	9	1400	12600
PHONOS	1.0	11	6	9	1400	12600
TANGOES	1.0	22	7	7	1800	12600
PERDUS	1.0	17	6	9	1400	12600
TANNIC	1.0	25	6	9	1400	12600
CARROTS	1.0	10	7	7	1800	12600
SLEDDER	1.0	11	7	7	1800	12600
BURIED	1.0	13	6	9	1400	12600
LUNARS	2.0	28	6	9	1400	12600
VERITES	1.0	24	7	7	1800	12600
HOUSEY	1.0	13	6	9	1400	12600
RESENDS	2.0	26	7	7	1800	12600
HORRID	1.0	13	6	9	1400	12600
FELTERS	1.0	8	7	7	1800	12600
CARBIES	1.0	9	7	7	1800	12600
LONGIES	1.0	17	7	7	1800	12600
GINNERS	1.0	18	7	7	1800	12600
TAMALE	1.0	30	6	9	1400	12600
SLEAVE	2.0	20	6	9	1400	12600
PELOTAS	1.0	17	7	7	1800	12600
HOUSIER	2.0	15	7	7	1800	12600
PANDITS	1.0	9	7	7	1800	12600
BESOTS	1.0	32	6	9	1400	12600
SAFARI	1.0	10	6	9	1400	12600
WANTONS	2.0	13	7	7	1800	12600
DROOLED	1.0	8	7	7	1800	12600
MEATHES	1.0	17	7	7	1800	12600
REPROS	1.0	54	6	9	1400	12600
REBOIL	2.0	18	6	9	1400	12600
HENGES	2.0	17	6	9	1400	12600
REBASED	1.0	19	7	7	1800	12600
GRAVEN	1.0	10	6	9	1400	12600
PAROLED	1.0	8	7	7	1800	12600
TICALS	2.0	58	6	9	1400	12600
DRIVER	2.0	13	6	9	1400	12600
MATRONS	1.0	26	7	7	1800	12600
HEWERS	2.0	16	6	9	1400	12600
MASHIES	2.0	13	7	7	1800	12600
RICKET	1.0	10	6	9	1400	12600
RICHENS	1.0	19	7	7	1800	12600
BRANCH	2.0	12	6	9	1400	12600
DOTTLER	2.0	10	7	7	1800	12600
SLANTY	2.0	27	6	9	1400	12600
DOGATES	1.0	10	7	7	1800	12600
MANGOES	2.0	10	7	7	1800	12600
FAMINES	1.0	12	7	7	1800	12600
BRUTER	2.0	21	6	9	1400	12600
HOODIER	1.0	12	7	7	1800	12600
CASTLED	1.0	12	7	7	1800	12600
SCOURIE	1.0	9	7	7	1800	12600
SMARTEN	2.0	45	7	7	1800	12600
DEMAND	1.0	23	6	9	1400	12600
CONICS	2.0	18	6	9	1400	12600
CORGIS	1.0	14	6	9	1400	12600
SPINALS	1.0	8	7	7	1800	12600
POSITED	2.0	27	7	7	1800	12600
INVITER	1.0	8	7	7	1800	12600
FIFERS	1.0	14	6	9	1400	12600
KINDLE	1.0	10	6	9	1400	12600
IONISER	1.0	67	7	7	1800	12600
RESOWED	2.0	18	7	7	1800	12600
CUBIST	1.0	10	6	9	1400	12600
SPARSER	2.0	15	7	7	1800	12600
ISOGONE	1.0	11	7	7	1800	12600
PREASE	1.0	88	6	9	1400	12600
PREDIAL	1.0	12	7	7	1800	12600
SARDELS	1.0	28	7	7	1800	12600
DEFIERS	1.0	18	7	7	1800	12600
SOYLES	1.0	15	6	9	1400	12600
DALLIED	1.0	8	7	7	1800	12600
DAMNED	2.0	20	6	9	1400	12600
PROMISE	1.0	13	7	7	1800	12600
PROLERS	1.0	11	7	7	1800	12600
SORELLS	1.0	11	7	7	1800	12600
SORDINE	1.0	54	7	7	1800	12600
PRIMATE	1.0	9	7	7	1800	12600
SORBETS	2.0	15	7	7	1800	12600
DAVENS	1.0	11	6	9	1400	12600
SONANTS	1.0	24	7	7	1800	12600
SOMATIC	1.0	12	7	7	1800	12600
DENNET	2.0	41	6	9	1400	12600
VEALERS	1.0	14	7	7	1800	12600
SMEARY	1.0	25	6	9	1400	12600
SALSAED	2.0	15	7	7	1800	12600
LIMOUS	1.0	13	6	9	1400	12600
NOISING	1.0	12	7	7	1800	12600
WELTED	1.0	10	6	9	1400	12600
HELPED	1.0	13	6	9	1400	12600
GLEANER	1.0	11	7	7	1800	12600
CELIAC	1.0	22	6	9	1400	12600
CENSERS	1.0	15	7	7	1800	12600
CERATED	1.0	40	7	7	1800	12600
LEEARS	2.0	90	6	9	1400	12600
CHALET	2.0	49	6	9	1400	12600
DILLIS	2.0	14	6	9	1400	12600
RESHOES	1.0	19	7	7	1800	12600
IFS	2.0	315	3	126	100	12600
WORRELS	1.0	8	7	7	1800	12600
SNELLS	1.0	28	6	9	1400	12600
DEWATER	1.0	16	7	7	1800	12600
PLATANS	1.0	11	7	7	1800	12600
LATHEES	1.0	19	7	7	1800	12600
DESIRER	1.0	39	7	7	1800	12600
PURSUE	1.0	10	6	9	1400	12600
PURSIER	1.0	11	7	7	1800	12600
SAMPLER	1.0	11	7	7	1800	12600
CHISEL	1.0	41	6	9	1400	12600
STOITS	2.0	51	6	9	1400	12600
INKLES	1.0	11	6	9	1400	12600
PODIAL	1.0	14	6	9	1400	12600
INSEAM	1.0	116	6	9	1400	12600
CLOSETS	2.0	17	7	7	1800	12600
SMILEY	2.0	17	6	9	1400	12600
DECENT	1.0	23	6	9	1400	12600
FRISES	1.0	28	6	9	1400	12600
AEROSAT	1.0	59	7	7	1800	12600
REMENDS	2.0	11	7	7	1800	12600
GRESES	1.0	41	6	9	1400	12600
BARNIER	1.0	14	7	7	1800	12600
WHINGE	1.0	11	6	9	1400	12600
ARGONS	1.0	42	6	9	1400	12600
SHREWS	1.0	10	6	9	1400	12600
MULLAS	1.0	10	6	9	1400	12600
GENTLED	1.0	9	7	7	1800	12600
HANTLES	2.0	21	7	7	1800	12600
REGRATE	1.0	17	7	7	1800	12600
ENDITED	1.0	23	7	7	1800	12600
TITHING	1.0	8	7	7	1800	12600
OVERING	1.0	9	7	7	1800	12600
SHARPED	2.0	11	7	7	1800	12600
TREBLE	1.0	22	6	9	1400	12600
MURINES	1.0	13	7	7	1800	12600
TROWELS	1.0	9	7	7	1800	12600
TYRING	1.0	13	6	9	1400	12600
AMATION	2.0	15	7	7	1800	12600
SERPENT	1.0	23	7	7	1800	12600
BAININS	1.0	8	7	7	1800	12600
GERMENS	1.0	8	7	7	1800	12600
ANNEALS	1.0	20	7	7	1800	12600
REPELS	1.0	36	6	9	1400	12600
TOWNIES	2.0	13	7	7	1800	12600
TWIERS	2.0	42	6	9	1400	12600
DUTIES	2.0	45	6	9	1400	12600
ROINING	1.0	10	7	7	1800	12600
TOCSIN	1.0	49	6	9	1400	12600
HEFTER	1.0	18	6	9	1400	12600
NITRILS	1.0	19	7	7	1800	12600
ROSETTE	2.0	31	7	7	1800	12600
SHIFTER	1.0	9	7	7	1800	12600
ETAPES	1.0	91	6	9	1400	12600
TROLLED	1.0	10	7	7	1800	12600
ASHERY	1.0	19	6	9	1400	12600
TRUANTS	2.0	12	7	7	1800	12600
ROTCHIE	1.0	10	7	7	1800	12600
ABOUTS	1.0	12	6	9	1400	12600
ABUSES	1.0	17	6	9	1400	12600
TOITING	1.0	11	7	7	1800	12600
DUPERS	2.0	20	6	9	1400	12600
ESTOILE	1.0	45	7	7	1800	12600
NICHERS	1.0	16	7	7	1800	12600
ADDINGS	2.0	10	7	7	1800	12600
HEFTED	1.0	15	6	9	1400	12600
NURSERS	1.0	10	7	7	1800	12600
REFINER	1.0	17	7	7	1800	12600
FRAMED	2.0	11	6	9	1400	12600
ADOPTER	1.0	14	7	7	1800	12600
CAUM	2.0	50	4	31	400	12400
HYED	2.0	69	4	31	400	12400
KBAR	1.0	37	4	31	400	12400
GEEP	2.0	47	4	31	400	12400
PUIR	2.0	65	4	31	400	12400
GULP	1.0	32	4	30	400	12000
CULM	1.0	37	4	30	400	12000
VICAR	2.0	23	5	15	800	12000
GAULT	1.0	22	5	15	800	12000
SOBAS	1.0	44	5	15	800	12000
ERGOS	1.0	116	5	15	800	12000
HAILY	1.0	35	5	15	800	12000
FADED	2.0	21	5	15	800	12000
LIVOR	1.0	25	5	15	800	12000
SORUS	2.0	75	5	15	800	12000
ABOUT	2.0	24	5	15	800	12000
PHEER	1.0	48	5	15	800	12000
KEELS	2.0	22	5	15	800	12000
SHINY	1.0	24	5	15	800	12000
OBOL	1.0	50	4	30	400	12000
COGIE	2.0	32	5	15	800	12000
LASSY	1.0	18	5	15	800	12000
FIDOS	1.0	45	5	15	800	12000
LATHY	2.0	38	5	15	800	12000
ELAND	2.0	210	5	15	800	12000
WRANG	2.0	30	5	15	800	12000
NACHO	2.0	73	5	15	800	12000
CHESS	2.0	59	5	15	800	12000
TWEET	2.0	29	5	15	800	12000
PYATS	2.0	36	5	15	800	12000
MUSCA	1.0	23	5	15	800	12000
ECOS	2.0	374	4	30	400	12000
PLUTO	1.0	17	5	15	800	12000
WISHA	1.0	35	5	15	800	12000
PUNCE	1.0	17	5	15	800	12000
VAUS	2.0	32	4	30	400	12000
PUMIE	1.0	20	5	15	800	12000
VASA	1.0	52	4	30	400	12000
CHOIL	1.0	40	5	15	800	12000
GIFS	2.0	45	4	30	400	12000
TERRY	2.0	55	5	15	800	12000
SILTY	1.0	40	5	15	800	12000
YEEDS	1.0	25	5	15	800	12000
VOCES	1.0	26	5	15	800	12000
BUILD	2.0	19	5	15	800	12000
DUADS	1.0	16	5	15	800	12000
AWASH	2.0	20	5	15	800	12000
FAGIN	2.0	30	5	15	800	12000
TRAWL	1.0	40	5	15	800	12000
BURNT	1.0	16	5	15	800	12000
MEWL	1.0	32	4	30	400	12000
MAYST	1.0	22	5	15	800	12000
ARROW	1.0	30	5	15	800	12000
HEAPY	1.0	19	5	15	800	12000
HIREE	2.0	129	5	15	800	12000
WRENS	1.0	92	5	15	800	12000
OBI	2.0	305	3	117	100	11700
ALCO	1.0	218	4	29	400	11600
FIDO	1.0	78	4	29	400	11600
URGE	1.0	96	4	29	400	11600
DEWY	1.0	34	4	29	400	11600
VENIN	1.0	35	5	14	800	11200
FLAMES	2.0	20	6	8	1400	11200
PURLED	1.0	9	6	8	1400	11200
GOELS	2.0	64	5	14	800	11200
OCKERS	1.0	12	6	8	1400	11200
GOATY	1.0	22	5	14	800	11200
COMPAS	1.0	10	6	8	1400	11200
HIGHS	1.0	17	5	14	800	11200
PATTEE	1.0	24	6	8	1400	11200
LAIRD	2.0	165	5	14	800	11200
TOSSEN	1.0	95	6	8	1400	11200
GRIPER	2.0	12	6	8	1400	11200
RUGA	2.0	66	4	28	400	11200
BLUET	1.0	37	5	14	800	11200
THETE	1.0	104	5	14	800	11200
DRAWN	2.0	30	5	14	800	11200
UNCASE	2.0	30	6	8	1400	11200
SEMENS	2.0	23	6	8	1400	11200
FLESH	2.0	60	5	14	800	11200
LABIS	2.0	67	5	14	800	11200
OVINES	2.0	28	6	8	1400	11200
POLEIS	1.0	42	6	8	1400	11200
UMBLES	1.0	11	6	8	1400	11200
BOLUS	1.0	16	5	14	800	11200
SEPIC	1.0	76	5	14	800	11200
MOTHED	2.0	16	6	8	1400	11200
SNOODS	2.0	18	6	8	1400	11200
FRAIMS	1.0	13	6	8	1400	11200
