affix	opps	taken	forgone	rate	oppOpps	oppTaken	oppRate	p	q	excessForgone
-IGN	69	0	104200	0	52	7	0.134615	0.000845104	0.0308268	14026.9
-B	304	50	104200	0.164474	243	52	0.213992	0.0697755	0.375543	6150.15
-HI	131	13	103400	0.0992366	114	13	0.114035	0.353783	0.839738	1684.06
-IOS	86	14	103200	0.162791	68	12	0.176471	0.410975	0.901348	1679.89
EAR-	68	11	103000	0.161765	54	1	0.0185185	0.995842	1	-17246.8
SOL-	74	8	102800	0.108108	51	2	0.0392157	0.918543	1	-7881.29
ACE-	63	0	102200	0	52	1	0.0192308	0.134468	0.509531	1965.38
OPE-	57	0	101800	0	41	2	0.0487805	0.0460175	0.311078	4965.85
DET-	90	24	101600	0.266667	35	19	0.542857	0.00175791	0.0471251	39108.6
-RIE	76	7	101400	0.0921053	73	1	0.0136986	0.983105	1	-8718.82
-SAL	84	14	100400	0.166667	76	4	0.0526316	0.988685	1	-13684.2
THR-	63	0	99400	0	42	0	0		1	0
INT-	65	5	99200	0.0769231	49	4	0.0816327	0.463224	0.942144	503.925
-AIN	160	93	99000	0.58125	128	57	0.445312	0.989123	1	-31265.6
-LIE	105	38	99000	0.361905	83	16	0.192771	0.994537	1	-25877.5
SAN-	82	15	98600	0.182927	51	3	0.0588235	0.97904	1	-14991.7
-ME	173	66	98600	0.381503	170	69	0.405882	0.322011	0.805027	3720.31
-NI	132	22	98400	0.166667	109	15	0.137615	0.733254	1	-3370.03
-EH	120	0	98400	0	96	1	0.0104167	0.131222	0.503071	1025
SON-	66	5	98200	0.0757576	33	3	0.0909091	0.39714	0.884589	1612.12
TU-	113	7	97800	0.0619469	113	10	0.0884956	0.224639	0.660001	2776.99
SUB-	55	0	97800	0	33	0	0		1	0
LEA-	123	63	97600	0.512195	102	47	0.460784	0.778752	1	-9942.85
-OD	122	7	97400	0.057377	98	5	0.0510204	0.581742	1	-654.734
-DON	71	2	96600	0.028169	61	3	0.0491803	0.264202	0.7272	2088.52
-OLE	75	10	96600	0.133333	62	6	0.0967742	0.746392	1	-4072.69
SOU-	73	10	96200	0.136986	55	10	0.181818	0.244618	0.6842	5030.14
-AIS	67	0	95800	0	73	3	0.0410959	0.0467308	0.311814	3936.99
SPI-	69	10	95800	0.144928	64	15	0.234375	0.0935431	0.431934	9821.33
SIT-	73	7	95600	0.0958904	73	3	0.0410959	0.905002	1	-5797.26
KO-	100	2	95400	0.02	101	7	0.0693069	0.045511	0.311078	4812.36
MEN-	64	3	95400	0.046875	45	1	0.0222222	0.74984	1	-2465.28
-IAE	66	0	94800	0	58	0	0		1	0
-RNS	87	29	94800	0.333333	80	29	0.3625	0.346245	0.831185	4007.5
ENS-	67	3	94800	0.0447761	44	2	0.0454545	0.493275	0.971603	67.9783
CEN-	64	7	94600	0.109375	65	3	0.0461538	0.910291	1	-6827.88
REP-	80	24	94400	0.3	75	15	0.2	0.924181	1	-13680
ORA-	68	8	94400	0.117647	56	10	0.178571	0.168923	0.558084	6482.35
VER-	59	1	94000	0.0169492	51	1	0.0196078	0.458555	0.940482	253.639
LEN-	68	7	93800	0.102941	59	5	0.0847458	0.636691	1	-1906.88
-ADS	68	3	93400	0.0441176	56	9	0.160714	0.014427	0.174155	11379.8
CER-	66	5	93400	0.0757576	49	5	0.102041	0.310422	0.785951	2649.35
-VE	139	41	93200	0.294964	117	47	0.401709	0.0366209	0.276292	13620.7
OU-	89	11	93000	0.123596	82	7	0.0853659	0.792121	1	-4021.76
-RDS	79	14	92600	0.177215	64	17	0.265625	0.101013	0.449244	9919.58
-OW	93	4	92200	0.0430108	73	6	0.0821918	0.146147	0.519685	3737.87
ROT-	90	29	92200	0.322222	108	40	0.37037	0.239476	0.679417	6548.15
TRE-	59	1	92000	0.0169492	58	5	0.0862069	0.0447441	0.311078	6496.38
LIT-	96	32	92000	0.333333	81	24	0.296296	0.7012	1	-5066.67
REH-	64	3	91800	0.046875	37	5	0.135135	0.0567736	0.337222	8508.28
RAI-	92	31	91400	0.336957	91	24	0.263736	0.859963	1	-10075.1
NOT-	67	10	91400	0.149254	55	5	0.0909091	0.835586	1	-6196.2
-INO	64	1	90600	0.015625	47	2	0.0425532	0.193673	0.609027	2477.39
TEL-	69	10	90200	0.144928	60	18	0.3	0.0165432	0.186387	16592.8
-MER	137	73	90000	0.532847	117	58	0.495726	0.722423	1	-7208.75
-RIS	63	3	90000	0.047619	44	3	0.0681818	0.324584	0.809066	1937.01
CHI-	61	2	89800	0.0327869	58	3	0.0517241	0.303391	0.777734	1753.59
WH-	106	16	89800	0.150943	51	20	0.392157	0.000379928	0.0145927	25327.4
HER-	60	0	89600	0	52	3	0.0576923	0.0296508	0.245636	5169.23
FR-	106	18	89600	0.169811	59	9	0.152542	0.613092	1	-1878.86
-OUS	56	0	89600	0	51	2	0.0392157	0.0673315	0.371864	3513.73
SAT-	68	9	89400	0.132353	36	6	0.166667	0.3178	0.796858	3527.45
-FUL	53	0	89400	0	37	0	0		1	0
-SS	101	23	89200	0.227723	96	21	0.21875	0.560068	1	-1031.87
GO-	135	39	88800	0.288889	93	19	0.204301	0.925246	1	-10201.3
ROA-	76	21	88600	0.276316	70	11	0.157143	0.958977	1	-14348.4
-HA	110	5	88200	0.0454545	93	2	0.0215054	0.824267	1	-2208.11
-GLE	128	65	88200	0.507812	129	58	0.449612	0.824814	1	-10499.3
MAT-	73	14	88200	0.191781	85	18	0.211765	0.377666	0.860184	2194.23
TS-	84	1	88000	0.0119048	48	1	0.0208333	0.34312	0.830762	798.214
-NG	291	202	88000	0.694158	222	134	0.603604	0.983727	1	-33976
-NDS	80	20	88000	0.25	57	15	0.263158	0.43091	0.910297	1531.58
-W	249	63	87400	0.253012	239	79	0.330544	0.0297163	0.245636	8792.12
TY-	88	3	87200	0.0340909	86	10	0.116279	0.0196262	0.199809	7364.06
SIL-	64	9	87000	0.140625	48	3	0.0625	0.907062	1	-7875
NAR-	56	4	86800	0.0714286	43	1	0.0232558	0.861022	1	-4586.05
-HEN	65	5	86400	0.0769231	51	2	0.0392157	0.801367	1	-3521.87
SHA-	90	32	86400	0.355556	85	29	0.341176	0.579068	1	-1909.54
SNA-	67	10	86200	0.149254	48	10	0.208333	0.204894	0.634196	5919.78
SHO-	74	14	85600	0.189189	56	19	0.339286	0.0257557	0.236507	16090.3
-OON	60	4	85200	0.0666667	53	4	0.0754717	0.427747	0.909809	799.497
DEC-	62	8	85200	0.129032	33	0	0	0.98447	1	-12748.4
SCA-	70	15	85000	0.214286	58	14	0.241379	0.357736	0.840356	2882.76
POS-	74	19	85000	0.256757	63	14	0.222222	0.68122	1	-3964.56
SAI-	82	28	84800	0.341463	70	22	0.314286	0.638882	1	-3489.62
-EW	102	3	84600	0.0294118	81	3	0.037037	0.386783	0.871551	663.399
PEN-	50	2	84400	0.04	48	1	0.0208333	0.709049	1	-1679
REM-	75	23	84400	0.306667	40	6	0.15	0.967308	1	-18643.3
-AC	95	0	84200	0	87	8	0.091954	0.00125227	0.0406989	7742.53
-IR	99	17	84200	0.171717	99	21	0.212121	0.235197	0.67599	3975.76
-TAE	58	0	84000	0	46	5	0.108696	0.00503421	0.0905088	9130.43
MET-	65	7	84000	0.107692	58	8	0.137931	0.304466	0.777734	2848.49
-ESS	58	7	83800	0.12069	55	3	0.0545455	0.892029	1	-6429.22
TAS-	88	33	83800	0.375	89	45	0.505618	0.0400512	0.291933	17502.8
CIT-	52	4	83600	0.0769231	38	3	0.0789474	0.485874	0.962554	182.996
-IVE	53	0	83400	0	45	2	0.0444444	0.0604884	0.345214	3706.67
TIT-	75	18	83400	0.24	61	14	0.229508	0.557036	1	-1143.61
-ORT	78	20	83200	0.25641	58	8	0.137931	0.954484	1	-13222.3
-ARY	56	2	82400	0.0357143	56	4	0.0714286	0.200654	0.627973	3042.86
STY-	55	0	82200	0	48	3	0.0625	0.0299414	0.245636	5137.5
TET-	54	0	81600	0	36	2	0.0555556	0.0399194	0.291933	4533.33
-EOS	60	2	81600	0.0333333	48	2	0.0416667	0.409875	0.901348	703.333
COS-	78	25	81400	0.320513	75	21	0.28	0.707576	1	-4845.33
CAS-	64	13	81400	0.203125	66	12	0.181818	0.621023	1	-2181.82
UNT-	47	2	81400	0.0425532	39	4	0.102564	0.138402	0.515197	5052.92
-TIL	59	1	81200	0.0169492	58	4	0.0689655	0.0821361	0.405877	4296.55
HOS-	75	23	80800	0.306667	52	7	0.134615	0.987604	1	-20061.2
PAN-	58	9	80600	0.155172	36	4	0.111111	0.726263	1	-4124.14
-LAS	66	10	80400	0.151515	69	10	0.144928	0.542884	1	-621.871
GI-	98	6	80200	0.0612245	67	5	0.0746269	0.367329	0.850392	1139.2
-RIN	55	1	80000	0.0181818	36	4	0.111111	0.0285681	0.2414	7564.44
ENR-	52	0	79600	0	30	0	0		1	0
ENA-	58	3	79400	0.0517241	41	2	0.0487805	0.526264	1	-246.089
HAS-	73	23	79200	0.315068	78	27	0.346154	0.342515	0.830762	3549.95
-UM	88	0	79000	0	62	1	0.016129	0.115974	0.48679	1274.19
HAL-	52	3	79000	0.0576923	52	8	0.153846	0.0554431	0.336308	8000
PRI-	55	7	78400	0.127273	46	12	0.26087	0.0435466	0.306641	11783.2
NAC-	51	0	78200	0	46	3	0.0652174	0.0319677	0.254342	5100
-CED	64	11	77800	0.171875	76	22	0.289474	0.0512233	0.323705	10960.2
-MA	95	5	77400	0.0526316	103	10	0.0970874	0.11879	0.48679	3618.7
-ORA	58	4	77200	0.0689655	59	1	0.0169492	0.917864	1	-4369.37
ING-	56	9	77000	0.160714	44	3	0.0681818	0.921239	1	-8475.97
-RST	55	0	77000	0	33	1	0.030303	0.0970762	0.440441	2333.33
LY-	72	0	76400	0	63	3	0.047619	0.0305644	0.248335	3638.1
CRO-	54	5	76200	0.0925926	37	2	0.0540541	0.751013	1	-3206.41
PH-	76	10	75600	0.131579	59	3	0.0508475	0.942627	1	-6991.35
-LOT	49	1	75600	0.0204082	54	1	0.0185185	0.527668	1	-145.503
-BS	106	14	75400	0.132075	82	17	0.207317	0.0839954	0.40846	6515.92
SES-	48	0	75200	0	42	1	0.0238095	0.14118	0.51544	1790.48
-ASE	53	4	75000	0.0754717	40	2	0.05	0.689711	1	-2053.02
SOA-	76	26	74400	0.342105	53	20	0.377358	0.34044	0.829024	3976.56
CUR-	54	10	74400	0.185185	53	12	0.226415	0.298883	0.777095	3743.68
-GIS	67	14	74200	0.208955	72	17	0.236111	0.350374	0.836345	2547.22
-VER	70	19	74200	0.271429	62	19	0.306452	0.328689	0.816888	3558.34
NAS-	46	3	73400	0.0652174	32	2	0.0625	0.51922	0.999409	-214.13
TAI-	57	7	73200	0.122807	41	9	0.219512	0.10068	0.449244	8181.26
-ERI	52	0	73200	0	41	2	0.0487805	0.053691	0.333595	3570.73
WAR-	54	10	72800	0.185185	48	8	0.166667	0.596724	1	-1644.44
-ADE	60	12	72800	0.2	48	2	0.0416667	0.992537	1	-14186.7
SIG-	50	2	72800	0.04	32	4	0.125	0.0746802	0.394405	6426
-REL	50	1	72600	0.02	43	1	0.0232558	0.457031	0.939639	240.93
TOS-	63	16	72600	0.253968	73	22	0.30137	0.269504	0.733104	4541.07
-EMS	50	2	72000	0.04	46	1	0.0217391	0.696273	1	-1365.91
-OTE	67	16	71800	0.238806	61	13	0.213115	0.635628	1	-2420.11
-RSE	59	8	71400	0.135593	43	12	0.27907	0.0357516	0.272163	11851.2
-SIL	51	0	71400	0	47	0	0		1	0
-IAN	48	1	71400	0.0208333	41	0	0	0.823671	1	-1516.67
-HOT	46	1	71000	0.0217391	32	0	0	0.799393	1	-1573.91
