affix	opps	taken	forgone	rate	oppOpps	oppTaken	oppRate	p	q	excessForgone
-LAS	66	10	80400	0.15152	69	10	0.14493	0.54288	1	-621.87
GI-	98	6	80200	0.061224	67	5	0.074627	0.36733	0.85039	1139.2
-RIN	55	1	80000	0.018182	36	4	0.11111	0.028568	0.2414	7564.4
ENR-	52	0	79600	0	30	0	0		1	0
ENA-	58	3	79400	0.051724	41	2	0.04878	0.52626	1	-246.09
HAS-	73	23	79200	0.31507	78	27	0.34615	0.34252	0.83076	3549.9
-UM	88	0	79000	0	62	1	0.016129	0.11597	0.48679	1274.2
HAL-	52	3	79000	0.057692	52	8	0.15385	0.055443	0.33631	8000
PRI-	55	7	78400	0.12727	46	12	0.26087	0.043547	0.30664	11783
NAC-	51	0	78200	0	46	3	0.065217	0.031968	0.25434	5100
-CED	64	11	77800	0.17188	76	22	0.28947	0.051223	0.32371	10960
-MA	95	5	77400	0.052632	103	10	0.097087	0.11879	0.48679	3618.7
-ORA	58	4	77200	0.068966	59	1	0.016949	0.91786	1	-4369.4
ING-	56	9	77000	0.16071	44	3	0.068182	0.92124	1	-8476
-RST	55	0	77000	0	33	1	0.030303	0.097076	0.44044	2333.3
LY-	72	0	76400	0	63	3	0.047619	0.030564	0.24834	3638.1
CRO-	54	5	76200	0.092593	37	2	0.054054	0.75101	1	-3206.4
PH-	76	10	75600	0.13158	59	3	0.050847	0.94263	1	-6991.3
-LOT	49	1	75600	0.020408	54	1	0.018519	0.52767	1	-145.5
-BS	106	14	75400	0.13208	82	17	0.20732	0.083995	0.40846	6515.9
SES-	48	0	75200	0	42	1	0.02381	0.14118	0.51544	1790.5
-ASE	53	4	75000	0.075472	40	2	0.05	0.68971	1	-2053
SOA-	76	26	74400	0.34211	53	20	0.37736	0.34044	0.82902	3976.6
CUR-	54	10	74400	0.18519	53	12	0.22642	0.29888	0.7771	3743.7
-GIS	67	14	74200	0.20896	72	17	0.23611	0.35037	0.83635	2547.2
-VER	70	19	74200	0.27143	62	19	0.30645	0.32869	0.81689	3558.3
NAS-	46	3	73400	0.065217	32	2	0.0625	0.51922	0.99941	-214.13
TAI-	57	7	73200	0.12281	41	9	0.21951	0.10068	0.44924	8181.3
-ERI	52	0	73200	0	41	2	0.04878	0.053691	0.33359	3570.7
WAR-	54	10	72800	0.18519	48	8	0.16667	0.59672	1	-1644.4
-ADE	60	12	72800	0.2	48	2	0.041667	0.99254	1	-14187
SIG-	50	2	72800	0.04	32	4	0.125	0.07468	0.3944	6426
-REL	50	1	72600	0.02	43	1	0.023256	0.45703	0.93964	240.93
TOS-	63	16	72600	0.25397	73	22	0.30137	0.2695	0.7331	4541.1
-EMS	50	2	72000	0.04	46	1	0.021739	0.69627	1	-1365.9
-OTE	67	16	71800	0.23881	61	13	0.21311	0.63563	1	-2420.1
-RSE	59	8	71400	0.13559	43	12	0.27907	0.035752	0.27216	11851
-SIL	51	0	71400	0	47	0	0		1	0
-IAN	48	1	71400	0.020833	41	0	0	0.82367	1	-1516.7
-HOT	46	1	71000	0.021739	32	0	0	0.79939	1	-1573.9
-SIN	53	3	70800	0.056604	47	5	0.10638	0.17989	0.5824	3733.4
VO-	66	3	70400	0.045455	35	4	0.11429	0.09747	0.44044	5052.2
HU-	69	4	70200	0.057971	53	3	0.056604	0.51284	0.99164	-101.18
ELA-	58	14	69600	0.24138	47	6	0.12766	0.92997	1	-10235
RAS-	65	21	69600	0.32308	43	8	0.18605	0.94213	1	-13895
POT-	46	6	69600	0.13043	45	3	0.066667	0.84585	1	-5050.4
-TRE	54	5	69400	0.092593	47	3	0.06383	0.70329	1	-2197.5
ERA-	44	1	69000	0.022727	36	6	0.16667	0.011705	0.15515	10133
-DAL	53	4	69000	0.075472	47	1	0.021277	0.89271	1	-4043
OP-	64	0	68800	0	64	2	0.03125	0.077022	0.39685	2150
BU-	72	2	68600	0.027778	64	6	0.09375	0.051333	0.32371	4631.2
URA-	40	0	68000	0	49	4	0.081633	0.032226	0.25434	5551
-RET	79	33	68000	0.41772	69	16	0.23188	0.99172	1	-21371
SUN-	45	3	67600	0.066667	32	1	0.03125	0.75495	1	-2599.6
DOR-	54	10	67600	0.18519	45	7	0.15556	0.65145	1	-2465.2
INU-	44	0	67600	0	42	0	0		1	0
NET-	47	5	67600	0.10638	38	6	0.15789	0.24088	0.67942	3904.6
-NCE	43	1	67600	0.023256	39	0	0	0.83102	1	-1604.7
-OLS	47	2	67400	0.042553	49	4	0.081633	0.21455	0.64797	2743.4
GAR-	56	13	67400	0.23214	48	4	0.083333	0.97962	1	-13155
GEN-	44	1	67400	0.022727	36	1	0.027778	0.44277	0.91626	353.54
-OED	47	5	67200	0.10638	38	6	0.15789	0.24088	0.67942	3822.2
PLA-	47	5	66800	0.10638	51	14	0.27451	0.017721	0.1925	12475
KA-	64	0	66800	0	62	1	0.016129	0.15385	0.53488	1077.4
-OM	74	6	66400	0.081081	71	2	0.028169	0.91849	1	-3799.1
DRA-	45	3	66400	0.066667	34	1	0.029412	0.77271	1	-2645.1
-ALE	84	39	66200	0.46429	54	8	0.14815	0.99993	1	-38189
-HO	83	2	65800	0.024096	68	3	0.044118	0.24696	0.6842	1349.4
-UE	71	0	65800	0	68	4	0.058824	0.019054	0.19635	3870.6
EDI-	42	0	65600	0	43	0	0		1	0
AMI-	38	0	65600	0	30	1	0.033333	0.12843	0.49782	2186.7
-ICE	43	1	65200	0.023256	41	1	0.02439	0.4864	0.96255	75.553
HOR-	51	9	65200	0.17647	48	11	0.22917	0.25699	0.70967	4226.2
-ILS	48	8	65200	0.16667	56	13	0.23214	0.20349	0.63217	5028.6
ALU-	41	1	64800	0.02439	39	1	0.025641	0.48571	0.96255	82.802
-KER	143	97	64800	0.67832	119	71	0.59664	0.91504	1	-16418
CRA-	58	15	64600	0.25862	57	17	0.29825	0.31772	0.79686	3423.6
-OO	71	0	64200	0	70	2	0.028571	0.075716	0.39601	1834.3
-IME	56	15	64200	0.26786	39	4	0.10256	0.97622	1	-14215
ARI-	50	8	64000	0.16	47	5	0.10638	0.78073	1	-4032
AF-	55	1	63800	0.018182	46	2	0.043478	0.2279	0.66636	1649.3
-AM	72	5	63800	0.069444	57	5	0.087719	0.34995	0.83635	1271.9
-NAL	43	1	63600	0.023256	37	3	0.081081	0.11836	0.48679	3758.6
PEA-	53	11	63600	0.20755	40	9	0.225	0.41964	0.90882	1399.7
SK-	60	1	63600	0.016667	36	1	0.027778	0.35606	0.84036	715.56
WE-	84	17	63000	0.20238	80	20	0.25	0.23292	0.67173	3914.3
HOT-	42	7	63000	0.16667	50	5	0.1	0.82786	1	-4986.7
-HY	74	4	62800	0.054054	57	6	0.10526	0.13691	0.51306	3379.8
MEA-	70	30	62800	0.42857	57	13	0.22807	0.99122	1	-21574
-CER	57	13	62800	0.22807	59	16	0.27119	0.29593	0.77271	3492.4
-TEE	44	0	62800	0	42	1	0.02381	0.15161	0.53159	1495.2
-CT	68	6	62400	0.088235	52	9	0.17308	0.081876	0.40588	5752.3
PON-	47	7	62000	0.14894	31	1	0.032258	0.95176	1	-8470.8
-ANG	44	1	61800	0.022727	40	0	0	0.83127	1	-1436.4
-LOR	50	7	61800	0.14	40	2	0.05	0.92135	1	-6444
POR-	44	8	61600	0.18182	35	3	0.085714	0.88983	1	-6996.4
CAL-	48	10	61600	0.20833	49	8	0.16327	0.71595	1	-3497.3
HIS-	40	2	61600	0.05	46	2	0.043478	0.55695	1	-420
-MES	66	26	61200	0.39394	73	28	0.38356	0.54988	1	-1012.9
MAI-	52	10	61200	0.19231	50	12	0.24	0.27913	0.74877	3700.9
-INT	84	41	61000	0.4881	59	21	0.35593	0.94179	1	-15648
CAT-	55	18	61000	0.32727	38	4	0.10526	0.99337	1	-20025
MAL-	45	8	61000	0.17778	33	5	0.15152	0.62076	1	-1906.7
LEC-	40	0	60800	0	39	2	0.051282	0.07343	0.39024	3117.9
MAS-	54	16	60800	0.2963	37	13	0.35135	0.28992	0.76161	4734.7
AMO-	38	0	60800	0	32	0	0		1	0
HEA-	75	38	60600	0.50667	49	30	0.61224	0.12405	0.49446	13028
FAR-	47	9	60400	0.19149	33	5	0.15152	0.6784	1	-3014.1
REF-	40	3	60200	0.075	37	8	0.21622	0.038425	0.28734	9150.8
-SOR	51	8	60200	0.15686	59	4	0.067797	0.93244	1	-6359.3
RON-	49	8	60200	0.16327	33	4	0.12121	0.70137	1	-3019.4
-ESI	43	0	60200	0	38	0	0		1	0
-RIA	40	0	60000	0	37	1	0.027027	0.14765	0.52202	1621.6
PIS-	46	5	59800	0.1087	40	7	0.175	0.18805	0.59514	4455.7
-NEL	44	2	59200	0.045455	40	1	0.025	0.69305	1	-1284.5
PIN-	44	10	59200	0.22727	41	2	0.04878	0.9909	1	-13423
-NEY	42	0	59200	0	35	1	0.028571	0.13509	0.50962	1691.4
-NOS	42	4	59200	0.095238	40	10	0.25	0.031323	0.25208	10029
ARC-	41	5	58800	0.12195	31	1	0.032258	0.91364	1	-5937.7
KE-	55	0	58400	0	40	2	0.05	0.046864	0.31181	2920
-UT	94	24	58400	0.25532	75	21	0.28	0.35918	0.84074	1944.9
ITE-	35	1	58400	0.028571	37	0	0	0.84976	1	-1720
-KED	121	80	58200	0.66116	107	67	0.62617	0.70915	1	-6025.1
-END	49	11	58000	0.22449	58	8	0.13793	0.87846	1	-6388
KI-	62	2	57800	0.032258	52	5	0.096154	0.078475	0.39881	3795.4
LAR-	41	3	57600	0.073171	39	3	0.076923	0.47461	0.95273	234.9
-AND	43	3	57600	0.069767	35	4	0.11429	0.24693	0.6842	2751.2
CHE-	39	3	57600	0.076923	39	3	0.076923	0.5	0.98028	0
SET-	36	2	57600	0.055556	38	5	0.13158	0.13202	0.50307	4652.6
-AG	61	1	57000	0.016393	42	1	0.02381	0.39433	0.88385	428.65
TON-	49	13	56800	0.26531	44	2	0.045455	0.998	1	-16753
BED-	31	0	56600	0	30	1	0.033333	0.15269	0.53315	1886.7
-DA	74	7	56600	0.094595	60	9	0.15	0.16267	0.54975	3446.2
DIA-	35	2	56600	0.057143	34	3	0.088235	0.30922	0.78595	1846.9
OIL-	40	1	56600	0.025	34	2	0.058824	0.2311	0.66878	1961.8
NOR-	38	0	56400	0	34	0	0		1	0
-AST	64	27	56200	0.42188	59	12	0.20339	0.99536	1	-20625
-ULA	39	0	56200	0	51	0	0		1	0
-ACT	39	1	56000	0.025641	42	3	0.071429	0.17097	0.56215	2664.8
-EHS	39	0	55400	0	30	0	0		1	0
NU-	45	1	55200	0.022222	33	1	0.030303	0.41174	0.90135	452.53
-ARI	45	6	55000	0.13333	36	0	0	0.9886	1	-8453.3
-HIE	52	13	55000	0.25	42	6	0.14286	0.90078	1	-7885.7
BAS-	44	10	54800	0.22727	41	12	0.29268	0.24572	0.6842	4578.7
SIR-	40	4	54800	0.1	48	2	0.041667	0.86015	1	-3546.7
TOU-	48	13	54600	0.27083	36	11	0.30556	0.36369	0.84428	2638.9
GAS-	41	5	54400	0.12195	42	7	0.16667	0.28124	0.75149	2763.4
ADO-	43	5	54400	0.11628	44	6	0.13636	0.38904	0.8743	1249.3
-ETA	38	0	54400	0	40	1	0.025	0.1633	0.54975	1360
-TRA	38	0	54000	0	32	3	0.09375	0.02685	0.23651	5062.5
-OUR	39	1	54000	0.025641	31	1	0.032258	0.43445	0.91182	366.58
-RID	37	1	54000	0.027027	33	1	0.030303	0.46727	0.94461	181.49
EG-	62	2	54000	0.032258	41	1	0.02439	0.5919	1	-442.17
-ITY	35	0	53800	0	42	1	0.02381	0.17909	0.58203	1281
MOI-	34	0	53600	0	37	4	0.10811	0.024213	0.22734	5794.6
-SEY	40	2	53600	0.05	35	1	0.028571	0.6817	1	-1208.6
TIE-	37	2	53400	0.054054	32	5	0.15625	0.080438	0.40219	5743.4
-UP	49	0	53200	0	45	0	0		1	0
-CTS	38	3	53000	0.078947	31	5	0.16129	0.14396	0.51544	4743
-AW	51	5	53000	0.098039	43	1	0.023256	0.93025	1	-4262.7
OT-	68	10	53000	0.14706	77	12	0.15584	0.4415	0.91626	546.45
-HT	90	27	52800	0.3	71	8	0.11268	0.99789	1	-13937
US-	51	1	52800	0.019608	40	0	0	0.81341	1	-1051
-TRY	35	0	52600	0	30	0	0		1	0
TOP-	33	5	52400	0.15152	31	2	0.064516	0.86745	1	-5237.3
SNO-	51	16	52200	0.31373	42	14	0.33333	0.42023	0.90882	1509.8
GU-	53	1	52200	0.018868	44	5	0.11364	0.026869	0.23651	5079.6
-LAR	41	4	51800	0.097561	36	6	0.16667	0.18405	0.58909	3966.7
-THE	37	1	51600	0.027027	39	4	0.10256	0.092146	0.4305	4003.5
-EER	36	0	51200	0	33	1	0.030303	0.14637	0.51968	1551.5
-EDS	35	0	51000	0	30	0	0		1	0
-OUT	36	3	50600	0.083333	35	1	0.028571	0.84147	1	-3022.9
